,category,scientific_name,common_names,conservation_group,park_name,observations
16740,Vascular Plant,Xanthorhiza simplicissima,"Shrub Yellowroot, Shrubby Yellow-Root",None,Bryce National Park,124
16741,Vascular Plant,Xanthorhiza simplicissima,"Shrub Yellowroot, Shrubby Yellow-Root",None,Yosemite National Park,149
16742,Vascular Plant,Xanthorhiza simplicissima,"Shrub Yellowroot, Shrubby Yellow-Root",None,Yellowstone National Park,251
16743,Vascular Plant,Xanthorhiza simplicissima,"Shrub Yellowroot, Shrubby Yellow-Root",None,Great Smoky Mountains National Park,81
16744,Vascular Plant,Maclura pomifera,"Osageorange, Osage-Orange",None,Yellowstone National Park,226
16745,Vascular Plant,Maclura pomifera,"Osageorange, Osage-Orange",None,Yosemite National Park,131
16746,Vascular Plant,Maclura pomifera,"Osageorange, Osage-Orange",None,Great Smoky Mountains National Park,73
16747,Vascular Plant,Maclura pomifera,"Osageorange, Osage-Orange",None,Bryce National Park,88
16748,Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Broadleaf Cattail, Wideleaf Cattail, Cattail, Common Cattail",None,Yellowstone National Park,218
16749,Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Broadleaf Cattail, Wideleaf Cattail, Cattail, Common Cattail",None,Yosemite National Park,150
16750,Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Broadleaf Cattail, Wideleaf Cattail, Cattail, Common Cattail",None,Bryce National Park,104
16751,Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Broadleaf Cattail, Wideleaf Cattail, Cattail, Common Cattail",None,Great Smoky Mountains National Park,54
16752,Vascular Plant,Typha angustifolia,Narrowleaf Cattail,None,Bryce National Park,77
16753,Vascular Plant,Typha angustifolia,Narrowleaf Cattail,None,Yosemite National Park,166
16754,Vascular Plant,Typha angustifolia,Narrowleaf Cattail,None,Yellowstone National Park,241
16755,Vascular Plant,Typha angustifolia,Narrowleaf Cattail,None,Great Smoky Mountains National Park,96
16756,Vascular Plant,Sparganium androcladum,"Bur-Reed, Branching Bur-Reed",None,Yellowstone National Park,228
16757,Vascular Plant,Sparganium androcladum,"Bur-Reed, Branching Bur-Reed",None,Great Smoky Mountains National Park,86
16758,Vascular Plant,Sparganium androcladum,"Bur-Reed, Branching Bur-Reed",None,Yosemite National Park,121
16759,Vascular Plant,Sparganium androcladum,"Bur-Reed, Branching Bur-Reed",None,Bryce National Park,103
16760,Vascular Plant,Elymus villosus,Hairy Wildrye,None,Yellowstone National Park,272
16761,Vascular Plant,Elymus villosus,Hairy Wildrye,None,Bryce National Park,100
16762,Vascular Plant,Elymus villosus,Hairy Wildrye,None,Yosemite National Park,123
16763,Vascular Plant,Elymus villosus,Hairy Wildrye,None,Great Smoky Mountains National Park,101
16764,Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",None,Bryce National Park,100
16765,Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",None,Yosemite National Park,158
16766,Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",None,Yellowstone National Park,220
16767,Vascular Plant,Elymus riparius,"River Wild-Rye, Wild Rye",None,Great Smoky Mountains National Park,72
16768,Vascular Plant,Elymus repens,Quackgrass,None,Yosemite National Park,128
16769,Vascular Plant,Elymus repens,Quackgrass,None,Yellowstone National Park,257
16770,Vascular Plant,Elymus repens,Quackgrass,None,Bryce National Park,127
16771,Vascular Plant,Elymus repens,Quackgrass,None,Great Smoky Mountains National Park,76
16772,Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,None,Yosemite National Park,166
16773,Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,None,Yellowstone National Park,234
16774,Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,None,Bryce National Park,106
16775,Vascular Plant,Elymus hystrix var. hystrix,Eastern Bottlebrush Grass,None,Great Smoky Mountains National Park,89
16776,Vascular Plant,Eleusine indica,"Wiregrass, India Goosegrass",None,Great Smoky Mountains National Park,49
16777,Vascular Plant,Eleusine indica,"Wiregrass, India Goosegrass",None,Yellowstone National Park,253
16778,Vascular Plant,Eleusine indica,"Wiregrass, India Goosegrass",None,Yosemite National Park,146
16779,Vascular Plant,Eleusine indica,"Wiregrass, India Goosegrass",None,Bryce National Park,117
16780,Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,None,Yosemite National Park,162
16781,Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,None,Great Smoky Mountains National Park,75
16782,Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,None,Yellowstone National Park,268
16783,Vascular Plant,Echinochloa muricata var. muricata,Barnyard Grass,None,Bryce National Park,143
16784,Vascular Plant,Echinochloa crus-galli,"Watergrass, Large Barnyard Grass, Barnyard Grass, Cockspur, Japanese Millet, Barnyardgrass",None,Yosemite National Park,159
16785,Vascular Plant,Echinochloa crus-galli,"Watergrass, Large Barnyard Grass, Barnyard Grass, Cockspur, Japanese Millet, Barnyardgrass",None,Bryce National Park,112
16786,Vascular Plant,Echinochloa crus-galli,"Watergrass, Large Barnyard Grass, Barnyard Grass, Cockspur, Japanese Millet, Barnyardgrass",None,Great Smoky Mountains National Park,62
16787,Vascular Plant,Echinochloa crus-galli,"Watergrass, Large Barnyard Grass, Barnyard Grass, Cockspur, Japanese Millet, Barnyardgrass",None,Yellowstone National Park,235
16788,Vascular Plant,Echinochloa colona,"Jungle-Rice, Barnyard Grass",None,Bryce National Park,102
16789,Vascular Plant,Echinochloa colona,"Jungle-Rice, Barnyard Grass",None,Great Smoky Mountains National Park,31
16790,Vascular Plant,Echinochloa colona,"Jungle-Rice, Barnyard Grass",None,Yosemite National Park,156
16791,Vascular Plant,Echinochloa colona,"Jungle-Rice, Barnyard Grass",None,Yellowstone National Park,232
16792,Vascular Plant,Digitaria violascens,Violet Crabgrass,None,Yosemite National Park,132
16793,Vascular Plant,Digitaria violascens,Violet Crabgrass,None,Yellowstone National Park,270
16794,Vascular Plant,Digitaria violascens,Violet Crabgrass,None,Great Smoky Mountains National Park,78
16795,Vascular Plant,Digitaria violascens,Violet Crabgrass,None,Bryce National Park,112
16796,Vascular Plant,Digitaria sanguinalis,"Hairy Crabgrass, Large Crabgrass, Redhair Crabgrass, Purple Crabgrass, Hairy Crab Grass, Crabgrass",None,Great Smoky Mountains National Park,56
16797,Vascular Plant,Digitaria sanguinalis,"Hairy Crabgrass, Large Crabgrass, Redhair Crabgrass, Purple Crabgrass, Hairy Crab Grass, Crabgrass",None,Yellowstone National Park,228
16798,Vascular Plant,Digitaria sanguinalis,"Hairy Crabgrass, Large Crabgrass, Redhair Crabgrass, Purple Crabgrass, Hairy Crab Grass, Crabgrass",None,Yosemite National Park,137
16799,Vascular Plant,Digitaria sanguinalis,"Hairy Crabgrass, Large Crabgrass, Redhair Crabgrass, Purple Crabgrass, Hairy Crab Grass, Crabgrass",None,Bryce National Park,97
16800,Vascular Plant,Digitaria ischaemum,"Smooth Crab Grass, Smooth Crabgrass, Small Crabgrass",None,Yellowstone National Park,246
16801,Vascular Plant,Digitaria ischaemum,"Smooth Crab Grass, Smooth Crabgrass, Small Crabgrass",None,Yosemite National Park,147
16802,Vascular Plant,Digitaria ischaemum,"Smooth Crab Grass, Smooth Crabgrass, Small Crabgrass",None,Great Smoky Mountains National Park,23
16803,Vascular Plant,Digitaria ischaemum,"Smooth Crab Grass, Smooth Crabgrass, Small Crabgrass",None,Bryce National Park,69
16804,Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",None,Great Smoky Mountains National Park,81
16805,Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",None,Yosemite National Park,167
16806,Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",None,Bryce National Park,83
16807,Vascular Plant,Digitaria filiformis,"Crabgrass, Slender Crabgrass",None,Yellowstone National Park,274
16808,Vascular Plant,Digitaria ciliaris,Southern Crabgrass,None,Bryce National Park,91
16809,Vascular Plant,Digitaria ciliaris,Southern Crabgrass,None,Yosemite National Park,155
16810,Vascular Plant,Digitaria ciliaris,Southern Crabgrass,None,Great Smoky Mountains National Park,87
16811,Vascular Plant,Digitaria ciliaris,Southern Crabgrass,None,Yellowstone National Park,233
16812,Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,None,Bryce National Park,57
16813,Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,None,Yellowstone National Park,254
16814,Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,None,Great Smoky Mountains National Park,71
16815,Vascular Plant,Dichanthelium villosissimum var. villosissimum,Panic Grass,None,Yosemite National Park,155
16816,Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,None,Yosemite National Park,167
16817,Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,None,Yellowstone National Park,236
16818,Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,None,Bryce National Park,106
16819,Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Panic Grass,None,Great Smoky Mountains National Park,76
16820,Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,None,Yosemite National Park,144
16821,Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,None,Yellowstone National Park,259
16822,Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,None,Great Smoky Mountains National Park,88
16823,Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Panic Grass,None,Bryce National Park,116
16824,Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,None,Yosemite National Park,148
16825,Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,None,Yellowstone National Park,234
16826,Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,None,Great Smoky Mountains National Park,71
16827,Vascular Plant,Dichanthelium sphaerocarpon,Roundfruit Panic Grass,None,Bryce National Park,102
16828,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,None,Yosemite National Park,112
16829,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,None,Yellowstone National Park,264
16830,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,None,Bryce National Park,95
16831,Vascular Plant,Elymus virginicus var. virginicus,Virginia Wildrye,None,Great Smoky Mountains National Park,80
16832,Vascular Plant,Elytrigia repens var. repens,Witch Grass,None,Great Smoky Mountains National Park,97
16833,Vascular Plant,Elytrigia repens var. repens,Witch Grass,None,Yosemite National Park,143
16834,Vascular Plant,Elytrigia repens var. repens,Witch Grass,None,Yellowstone National Park,243
16835,Vascular Plant,Elytrigia repens var. repens,Witch Grass,None,Bryce National Park,107
16836,Vascular Plant,Eragrostis capillaris,Fine Lovegrass,None,Great Smoky Mountains National Park,79
16837,Vascular Plant,Eragrostis capillaris,Fine Lovegrass,None,Yosemite National Park,97
16838,Vascular Plant,Eragrostis capillaris,Fine Lovegrass,None,Yellowstone National Park,264
16839,Vascular Plant,Eragrostis capillaris,Fine Lovegrass,None,Bryce National Park,113
16840,Vascular Plant,Eragrostis cilianensis,"Candy Grass, Strongscented Lovegrass, Stink Grass, Stinkgrass, Lovegrass",None,Bryce National Park,86
16841,Vascular Plant,Eragrostis cilianensis,"Candy Grass, Strongscented Lovegrass, Stink Grass, Stinkgrass, Lovegrass",None,Yosemite National Park,131
16842,Vascular Plant,Eragrostis cilianensis,"Candy Grass, Strongscented Lovegrass, Stink Grass, Stinkgrass, Lovegrass",None,Yellowstone National Park,242
16843,Vascular Plant,Eragrostis cilianensis,"Candy Grass, Strongscented Lovegrass, Stink Grass, Stinkgrass, Lovegrass",None,Great Smoky Mountains National Park,75
16844,Vascular Plant,Leersia hexandra,Southern Cutgrass,None,Yellowstone National Park,247
16845,Vascular Plant,Leersia hexandra,Southern Cutgrass,None,Yosemite National Park,172
16846,Vascular Plant,Leersia hexandra,Southern Cutgrass,None,Great Smoky Mountains National Park,49
16847,Vascular Plant,Leersia hexandra,Southern Cutgrass,None,Bryce National Park,119
16848,Vascular Plant,Hordeum vulgare,Common Barley,None,Yellowstone National Park,227
16849,Vascular Plant,Hordeum vulgare,Common Barley,None,Bryce National Park,88
16850,Vascular Plant,Hordeum vulgare,Common Barley,None,Yosemite National Park,165
16851,Vascular Plant,Hordeum vulgare,Common Barley,None,Great Smoky Mountains National Park,71
16852,Vascular Plant,Hordeum pusillum,"Little Wildbarley, Little Barley",None,Yosemite National Park,132
16853,Vascular Plant,Hordeum pusillum,"Little Wildbarley, Little Barley",None,Bryce National Park,112
16854,Vascular Plant,Hordeum pusillum,"Little Wildbarley, Little Barley",None,Great Smoky Mountains National Park,69
16855,Vascular Plant,Hordeum pusillum,"Little Wildbarley, Little Barley",None,Yellowstone National Park,230
16856,Vascular Plant,Holcus lanatus,"Common Velvet Grass, Common Velvetgrass, Velvetgrass, Yorkshire Fog, Yorkshire-Fog",None,Bryce National Park,83
16857,Vascular Plant,Holcus lanatus,"Common Velvet Grass, Common Velvetgrass, Velvetgrass, Yorkshire Fog, Yorkshire-Fog",None,Yosemite National Park,138
16858,Vascular Plant,Holcus lanatus,"Common Velvet Grass, Common Velvetgrass, Velvetgrass, Yorkshire Fog, Yorkshire-Fog",None,Great Smoky Mountains National Park,65
16859,Vascular Plant,Holcus lanatus,"Common Velvet Grass, Common Velvetgrass, Velvetgrass, Yorkshire Fog, Yorkshire-Fog",None,Yellowstone National Park,256
16860,Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,None,Yellowstone National Park,260
16861,Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,None,Yosemite National Park,155
16862,Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,None,Bryce National Park,93
16863,Vascular Plant,Gymnopogon ambiguus,Bearded Skeletongrass,None,Great Smoky Mountains National Park,66
16864,Vascular Plant,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass, Fowl Mannagrass, Fowl Manna Grass",None,Yosemite National Park,117
16865,Vascular Plant,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass, Fowl Mannagrass, Fowl Manna Grass",None,Yellowstone National Park,268
16866,Vascular Plant,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass, Fowl Mannagrass, Fowl Manna Grass",None,Great Smoky Mountains National Park,60
16867,Vascular Plant,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass, Fowl Mannagrass, Fowl Manna Grass",None,Bryce National Park,85
16868,Vascular Plant,Glyceria melicaria,"Wood Mannagrass, Slender Manna Grass",None,Yellowstone National Park,269
16869,Vascular Plant,Glyceria melicaria,"Wood Mannagrass, Slender Manna Grass",None,Yosemite National Park,128
16870,Vascular Plant,Glyceria melicaria,"Wood Mannagrass, Slender Manna Grass",None,Great Smoky Mountains National Park,35
16871,Vascular Plant,Glyceria melicaria,"Wood Mannagrass, Slender Manna Grass",None,Bryce National Park,92
16872,Vascular Plant,Festuca subverticillata,"Woodland Fescue, Nodding Fescue",None,Yosemite National Park,100
16873,Vascular Plant,Festuca subverticillata,"Woodland Fescue, Nodding Fescue",None,Yellowstone National Park,230
16874,Vascular Plant,Festuca subverticillata,"Woodland Fescue, Nodding Fescue",None,Bryce National Park,98
16875,Vascular Plant,Festuca subverticillata,"Woodland Fescue, Nodding Fescue",None,Great Smoky Mountains National Park,101
16876,Vascular Plant,Dichanthelium scoparium,"Velvet Panic Grass, Broom Panic Grass",None,Yellowstone National Park,194
16877,Vascular Plant,Dichanthelium scoparium,"Velvet Panic Grass, Broom Panic Grass",None,Bryce National Park,99
16878,Vascular Plant,Dichanthelium scoparium,"Velvet Panic Grass, Broom Panic Grass",None,Yosemite National Park,171
16879,Vascular Plant,Dichanthelium scoparium,"Velvet Panic Grass, Broom Panic Grass",None,Great Smoky Mountains National Park,69
16880,Vascular Plant,Festuca rubra,"Red Fescue, Ravine Fescue",None,Bryce National Park,91
16881,Vascular Plant,Festuca rubra,"Red Fescue, Ravine Fescue",None,Great Smoky Mountains National Park,49
16882,Vascular Plant,Festuca rubra,"Red Fescue, Ravine Fescue",None,Yellowstone National Park,225
16883,Vascular Plant,Festuca rubra,"Red Fescue, Ravine Fescue",None,Yosemite National Park,132
16884,Vascular Plant,Festuca ovina,Ovina Fescue,None,Bryce National Park,100
16885,Vascular Plant,Festuca ovina,Ovina Fescue,None,Yosemite National Park,150
16886,Vascular Plant,Festuca ovina,Ovina Fescue,None,Great Smoky Mountains National Park,98
16887,Vascular Plant,Festuca ovina,Ovina Fescue,None,Yellowstone National Park,250
16888,Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,None,Great Smoky Mountains National Park,79
16889,Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,None,Yellowstone National Park,240
16890,Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,None,Bryce National Park,68
16891,Vascular Plant,Festuca filiformis,Fineleaf Sheep Fescue,None,Yosemite National Park,177
16892,Vascular Plant,Eragrostis spectabilis,"Purple Love-Grass, Tumblegrass",None,Great Smoky Mountains National Park,67
