,category,scientific_name,conservation_status,common_names,park_name,observations
16042,Fish,Etheostoma camurum,None,Bluebreast Darter,Yellowstone National Park,252
16043,Fish,Etheostoma camurum,None,Bluebreast Darter,Great Smoky Mountains National Park,76
16044,Fish,Etheostoma blennioides,None,Greenside Darter,Great Smoky Mountains National Park,24
16045,Fish,Etheostoma blennioides,None,Greenside Darter,Yosemite National Park,203
16046,Fish,Etheostoma blennioides,None,Greenside Darter,Yellowstone National Park,222
16047,Fish,Etheostoma blennioides,None,Greenside Darter,Bryce National Park,141
16048,Fish,Phenacobius uranops,None,Stargazing Minnow,Yellowstone National Park,250
16049,Fish,Phenacobius uranops,None,Stargazing Minnow,Bryce National Park,98
16050,Fish,Phenacobius uranops,None,Stargazing Minnow,Great Smoky Mountains National Park,50
16051,Fish,Phenacobius uranops,None,Stargazing Minnow,Yosemite National Park,166
16052,Vascular Plant,Galium concinnum,None,Shining Bedstraw,Yellowstone National Park,256
16053,Vascular Plant,Galium concinnum,None,Shining Bedstraw,Bryce National Park,140
16054,Vascular Plant,Galium concinnum,None,Shining Bedstraw,Yosemite National Park,143
16055,Vascular Plant,Galium concinnum,None,Shining Bedstraw,Great Smoky Mountains National Park,98
16056,Vascular Plant,Quercus muehlenbergii,None,"Yellow Oak, Chinkapin Oak",Great Smoky Mountains National Park,87
16057,Vascular Plant,Quercus muehlenbergii,None,"Yellow Oak, Chinkapin Oak",Yosemite National Park,171
16058,Vascular Plant,Quercus muehlenbergii,None,"Yellow Oak, Chinkapin Oak",Yellowstone National Park,253
16059,Vascular Plant,Quercus muehlenbergii,None,"Yellow Oak, Chinkapin Oak",Bryce National Park,98
16060,Vascular Plant,Galium latifolium,None,"Broad-Leaved Bedstraw, Purple Bedstraw",Bryce National Park,115
16061,Vascular Plant,Galium latifolium,None,"Broad-Leaved Bedstraw, Purple Bedstraw",Yellowstone National Park,245
16062,Vascular Plant,Galium latifolium,None,"Broad-Leaved Bedstraw, Purple Bedstraw",Great Smoky Mountains National Park,46
16063,Vascular Plant,Galium latifolium,None,"Broad-Leaved Bedstraw, Purple Bedstraw",Yosemite National Park,120
16064,Vascular Plant,Corydalis sempervirens,None,Pale Corydalis,Great Smoky Mountains National Park,96
16065,Vascular Plant,Corydalis sempervirens,None,Pale Corydalis,Yellowstone National Park,263
16066,Vascular Plant,Corydalis sempervirens,None,Pale Corydalis,Bryce National Park,100
16067,Vascular Plant,Corydalis sempervirens,None,Pale Corydalis,Yosemite National Park,188
16068,Vascular Plant,Corydalis micrantha ssp. australis,None,Smallflower Fumewort,Great Smoky Mountains National Park,45
16069,Vascular Plant,Corydalis micrantha ssp. australis,None,Smallflower Fumewort,Yellowstone National Park,262
16070,Vascular Plant,Corydalis micrantha ssp. australis,None,Smallflower Fumewort,Yosemite National Park,159
16071,Vascular Plant,Corydalis micrantha ssp. australis,None,Smallflower Fumewort,Bryce National Park,117
16072,Vascular Plant,Corydalis flavula,None,"Corydalis, Golden Corydalis",Yosemite National Park,152
16073,Vascular Plant,Corydalis flavula,None,"Corydalis, Golden Corydalis",Yellowstone National Park,245
16074,Vascular Plant,Corydalis flavula,None,"Corydalis, Golden Corydalis",Bryce National Park,76
16075,Vascular Plant,Corydalis flavula,None,"Corydalis, Golden Corydalis",Great Smoky Mountains National Park,48
16076,Vascular Plant,Adlumia fungosa,None,Climbing Fumitory,Great Smoky Mountains National Park,53
16077,Vascular Plant,Adlumia fungosa,None,Climbing Fumitory,Yosemite National Park,144
16078,Vascular Plant,Adlumia fungosa,None,Climbing Fumitory,Yellowstone National Park,246
16079,Vascular Plant,Adlumia fungosa,None,Climbing Fumitory,Bryce National Park,69
16080,Vascular Plant,Menispermum canadense,None,"Canada Moonseed, Moonseed",Bryce National Park,119
16081,Vascular Plant,Menispermum canadense,None,"Canada Moonseed, Moonseed",Yosemite National Park,157
16082,Vascular Plant,Menispermum canadense,None,"Canada Moonseed, Moonseed",Great Smoky Mountains National Park,93
16083,Vascular Plant,Menispermum canadense,None,"Canada Moonseed, Moonseed",Yellowstone National Park,254
16084,Vascular Plant,Cocculus carolinus,None,"Snailseed, Coralbead, Red-Berried Moonseed",Great Smoky Mountains National Park,86
16085,Vascular Plant,Cocculus carolinus,None,"Snailseed, Coralbead, Red-Berried Moonseed",Yosemite National Park,142
16086,Vascular Plant,Cocculus carolinus,None,"Snailseed, Coralbead, Red-Berried Moonseed",Yellowstone National Park,260
16087,Vascular Plant,Cocculus carolinus,None,"Snailseed, Coralbead, Red-Berried Moonseed",Bryce National Park,86
16088,Vascular Plant,Podophyllum peltatum,None,"May-Apple, May Apple",Great Smoky Mountains National Park,79
16089,Vascular Plant,Podophyllum peltatum,None,"May-Apple, May Apple",Bryce National Park,81
16090,Vascular Plant,Podophyllum peltatum,None,"May-Apple, May Apple",Yosemite National Park,154
16091,Vascular Plant,Podophyllum peltatum,None,"May-Apple, May Apple",Yellowstone National Park,228
16092,Vascular Plant,Nandina domestica,None,"Nandina, Heavenly Bamboo",Yellowstone National Park,220
16093,Vascular Plant,Nandina domestica,None,"Nandina, Heavenly Bamboo",Great Smoky Mountains National Park,59
16094,Vascular Plant,Nandina domestica,None,"Nandina, Heavenly Bamboo",Yosemite National Park,179
16095,Vascular Plant,Nandina domestica,None,"Nandina, Heavenly Bamboo",Bryce National Park,108
16096,Vascular Plant,Mahonia bealei,None,Chinese Mahonia,Bryce National Park,78
16097,Vascular Plant,Mahonia bealei,None,Chinese Mahonia,Yellowstone National Park,237
16098,Vascular Plant,Mahonia bealei,None,Chinese Mahonia,Great Smoky Mountains National Park,99
16099,Vascular Plant,Mahonia bealei,None,Chinese Mahonia,Yosemite National Park,163
16100,Vascular Plant,Jeffersonia diphylla,None,Twinleaf,Yellowstone National Park,258
16101,Vascular Plant,Jeffersonia diphylla,None,Twinleaf,Bryce National Park,118
16102,Vascular Plant,Jeffersonia diphylla,None,Twinleaf,Yosemite National Park,178
16103,Vascular Plant,Jeffersonia diphylla,None,Twinleaf,Great Smoky Mountains National Park,62
16104,Vascular Plant,Diphylleia cymosa,None,"Umbrella Leaf, Umbrella-Leaf",Great Smoky Mountains National Park,50
16105,Vascular Plant,Diphylleia cymosa,None,"Umbrella Leaf, Umbrella-Leaf",Yosemite National Park,185
16106,Vascular Plant,Diphylleia cymosa,None,"Umbrella Leaf, Umbrella-Leaf",Yellowstone National Park,257
16107,Vascular Plant,Diphylleia cymosa,None,"Umbrella Leaf, Umbrella-Leaf",Bryce National Park,117
16108,Vascular Plant,Caulophyllum thalictroides,None,Blue Cohosh,Yellowstone National Park,256
16109,Vascular Plant,Caulophyllum thalictroides,None,Blue Cohosh,Bryce National Park,43
16110,Vascular Plant,Caulophyllum thalictroides,None,Blue Cohosh,Yosemite National Park,150
16111,Vascular Plant,Caulophyllum thalictroides,None,Blue Cohosh,Great Smoky Mountains National Park,130
16112,Vascular Plant,Berberis vulgaris,None,"European Barberry, Common Barberry",Great Smoky Mountains National Park,83
16113,Vascular Plant,Berberis vulgaris,None,"European Barberry, Common Barberry",Bryce National Park,108
16114,Vascular Plant,Berberis vulgaris,None,"European Barberry, Common Barberry",Yellowstone National Park,231
16115,Vascular Plant,Berberis vulgaris,None,"European Barberry, Common Barberry",Yosemite National Park,144
16116,Vascular Plant,Berberis thunbergii,None,Japanese Barberry,Great Smoky Mountains National Park,52
16117,Vascular Plant,Berberis thunbergii,None,Japanese Barberry,Bryce National Park,127
16118,Vascular Plant,Berberis thunbergii,None,Japanese Barberry,Yellowstone National Park,201
16119,Vascular Plant,Berberis thunbergii,None,Japanese Barberry,Yosemite National Park,156
16120,Vascular Plant,Berberis canadensis,None,American Barberry,Great Smoky Mountains National Park,74
16121,Vascular Plant,Berberis canadensis,None,American Barberry,Bryce National Park,81
16122,Vascular Plant,Berberis canadensis,None,American Barberry,Yellowstone National Park,255
16123,Vascular Plant,Berberis canadensis,None,American Barberry,Yosemite National Park,156
16124,Vascular Plant,Platanus occidentalis,None,Sycamore,Great Smoky Mountains National Park,98
16125,Vascular Plant,Platanus occidentalis,None,Sycamore,Yellowstone National Park,235
16126,Vascular Plant,Platanus occidentalis,None,Sycamore,Bryce National Park,100
16127,Vascular Plant,Platanus occidentalis,None,Sycamore,Yosemite National Park,161
16128,Vascular Plant,Woodsia obtusa,None,"Blunt-Lobed Cliff Fern, Blunt-Lobe Woodsia",Great Smoky Mountains National Park,76
16129,Vascular Plant,Woodsia obtusa,None,"Blunt-Lobed Cliff Fern, Blunt-Lobe Woodsia",Yellowstone National Park,284
16130,Vascular Plant,Woodsia obtusa,None,"Blunt-Lobed Cliff Fern, Blunt-Lobe Woodsia",Bryce National Park,140
16131,Vascular Plant,Woodsia obtusa,None,"Blunt-Lobed Cliff Fern, Blunt-Lobe Woodsia",Yosemite National Park,143
16132,Vascular Plant,Dicentra canadensis,None,"Squirrel Corn, Squirrel-Corn",Yellowstone National Park,243
16133,Vascular Plant,Dicentra canadensis,None,"Squirrel Corn, Squirrel-Corn",Bryce National Park,117
16134,Vascular Plant,Dicentra canadensis,None,"Squirrel Corn, Squirrel-Corn",Great Smoky Mountains National Park,74
16135,Vascular Plant,Dicentra canadensis,None,"Squirrel Corn, Squirrel-Corn",Yosemite National Park,148
16136,Vascular Plant,Dicentra cucullaria,None,"Dutchman's Britches, Dutchman's Breeches",Bryce National Park,102
16137,Vascular Plant,Dicentra cucullaria,None,"Dutchman's Britches, Dutchman's Breeches",Yellowstone National Park,252
16138,Vascular Plant,Dicentra cucullaria,None,"Dutchman's Britches, Dutchman's Breeches",Yosemite National Park,142
16139,Vascular Plant,Dicentra cucullaria,None,"Dutchman's Britches, Dutchman's Breeches",Great Smoky Mountains National Park,79
16140,Vascular Plant,Dicentra eximia,None,Bleeding Heart,Yosemite National Park,128
16141,Vascular Plant,Dicentra eximia,None,Bleeding Heart,Yellowstone National Park,263
16142,Vascular Plant,Dicentra eximia,None,Bleeding Heart,Bryce National Park,144
16143,Vascular Plant,Dicentra eximia,None,Bleeding Heart,Great Smoky Mountains National Park,114
16144,Vascular Plant,Papaver dubium,None,Blindeyes,Yosemite National Park,194
16145,Vascular Plant,Papaver dubium,None,Blindeyes,Bryce National Park,107
16146,Vascular Plant,Papaver dubium,None,Blindeyes,Yellowstone National Park,243
16147,Vascular Plant,Papaver dubium,None,Blindeyes,Great Smoky Mountains National Park,66
16148,Vascular Plant,Delphinium tricorne,None,Dwarf Larkspur,Yellowstone National Park,218
16149,Vascular Plant,Delphinium tricorne,None,Dwarf Larkspur,Great Smoky Mountains National Park,67
16150,Vascular Plant,Delphinium tricorne,None,Dwarf Larkspur,Bryce National Park,124
16151,Vascular Plant,Delphinium tricorne,None,Dwarf Larkspur,Yosemite National Park,133
16152,Vascular Plant,Consolida ajacis,None,Garden Larkspur,Great Smoky Mountains National Park,66
16153,Vascular Plant,Consolida ajacis,None,Garden Larkspur,Bryce National Park,104
16154,Vascular Plant,Consolida ajacis,None,Garden Larkspur,Yellowstone National Park,295
16155,Vascular Plant,Consolida ajacis,None,Garden Larkspur,Yosemite National Park,91
16156,Vascular Plant,Clematis virginiana,None,"Virginia Virgin-Bower, Virgin's Bower",Yosemite National Park,137
16157,Vascular Plant,Clematis virginiana,None,"Virginia Virgin-Bower, Virgin's Bower",Great Smoky Mountains National Park,88
16158,Vascular Plant,Clematis virginiana,None,"Virginia Virgin-Bower, Virgin's Bower",Bryce National Park,122
16159,Vascular Plant,Clematis virginiana,None,"Virginia Virgin-Bower, Virgin's Bower",Yellowstone National Park,248
16160,Vascular Plant,Clematis viorna,None,"Vase-Vine Leather-Flower, Leatherflower",Great Smoky Mountains National Park,91
16161,Vascular Plant,Clematis viorna,None,"Vase-Vine Leather-Flower, Leatherflower",Yellowstone National Park,242
16162,Vascular Plant,Clematis viorna,None,"Vase-Vine Leather-Flower, Leatherflower",Bryce National Park,60
16163,Vascular Plant,Clematis viorna,None,"Vase-Vine Leather-Flower, Leatherflower",Yosemite National Park,164
16164,Vascular Plant,Clematis terniflora,None,Clematis,Bryce National Park,104
16165,Vascular Plant,Clematis terniflora,None,Clematis,Yosemite National Park,154
16166,Vascular Plant,Clematis terniflora,None,Clematis,Yellowstone National Park,243
16167,Vascular Plant,Clematis terniflora,None,Clematis,Great Smoky Mountains National Park,54
16168,Vascular Plant,Clematis ochroleuca,None,Curlyheads,Great Smoky Mountains National Park,92
16169,Vascular Plant,Clematis ochroleuca,None,Curlyheads,Yellowstone National Park,252
16170,Vascular Plant,Clematis ochroleuca,None,Curlyheads,Yosemite National Park,173
16171,Vascular Plant,Clematis ochroleuca,None,Curlyheads,Bryce National Park,118
16172,Vascular Plant,Clematis glaucophylla,None,Waxy-Leaved Clematis,Yosemite National Park,159
16173,Vascular Plant,Clematis glaucophylla,None,Waxy-Leaved Clematis,Bryce National Park,123
16174,Vascular Plant,Clematis glaucophylla,None,Waxy-Leaved Clematis,Great Smoky Mountains National Park,83
16175,Vascular Plant,Clematis glaucophylla,None,Waxy-Leaved Clematis,Yellowstone National Park,242
16176,Vascular Plant,Clematis dioica,None,Cabellos De Angel,Great Smoky Mountains National Park,60
16177,Vascular Plant,Clematis dioica,None,Cabellos De Angel,Bryce National Park,67
16178,Vascular Plant,Clematis dioica,None,Cabellos De Angel,Yosemite National Park,140
16179,Vascular Plant,Clematis dioica,None,Cabellos De Angel,Yellowstone National Park,268
16180,Vascular Plant,Diplazium pycnocarpon,None,Glade Fern,Yosemite National Park,133
16181,Vascular Plant,Diplazium pycnocarpon,None,Glade Fern,Yellowstone National Park,270
16182,Vascular Plant,Diplazium pycnocarpon,None,Glade Fern,Great Smoky Mountains National Park,74
16183,Vascular Plant,Diplazium pycnocarpon,None,Glade Fern,Bryce National Park,96
16184,Vascular Plant,Aquilegia vulgaris,None,European Columbine,Yosemite National Park,155
16185,Vascular Plant,Aquilegia vulgaris,None,European Columbine,Great Smoky Mountains National Park,123
16186,Vascular Plant,Aquilegia vulgaris,None,European Columbine,Yellowstone National Park,253
16187,Vascular Plant,Aquilegia vulgaris,None,European Columbine,Bryce National Park,127
16188,Vascular Plant,Anemone virginiana,None,"Thimbleweed, Virginia Anemone",Yosemite National Park,145
16189,Vascular Plant,Anemone virginiana,None,"Thimbleweed, Virginia Anemone",Bryce National Park,96
16190,Vascular Plant,Anemone virginiana,None,"Thimbleweed, Virginia Anemone",Yellowstone National Park,221
16191,Vascular Plant,Anemone virginiana,None,"Thimbleweed, Virginia Anemone",Great Smoky Mountains National Park,88
16192,Vascular Plant,Anemone quinquefolia,None,Wood Anemone,Bryce National Park,85
16193,Vascular Plant,Anemone quinquefolia,None,Wood Anemone,Yellowstone National Park,237
16194,Vascular Plant,Anemone quinquefolia,None,Wood Anemone,Great Smoky Mountains National Park,46
16195,Vascular Plant,Anemone quinquefolia,None,Wood Anemone,Yosemite National Park,123
16196,Vascular Plant,Anemone lancifolia,None,"Mountain Thimble-Weed, Lance-Leaved Wood Anemone",Yellowstone National Park,273
16197,Vascular Plant,Anemone lancifolia,None,"Mountain Thimble-Weed, Lance-Leaved Wood Anemone",Great Smoky Mountains National Park,73
16198,Vascular Plant,Anemone lancifolia,None,"Mountain Thimble-Weed, Lance-Leaved Wood Anemone",Yosemite National Park,147
16199,Vascular Plant,Anemone lancifolia,None,"Mountain Thimble-Weed, Lance-Leaved Wood Anemone",Bryce National Park,52
16200,Vascular Plant,Actaea pachypoda,None,White Baneberry,Yosemite National Park,112
16201,Vascular Plant,Actaea pachypoda,None,White Baneberry,Great Smoky Mountains National Park,78
16202,Vascular Plant,Actaea pachypoda,None,White Baneberry,Bryce National Park,92
16203,Vascular Plant,Actaea pachypoda,None,White Baneberry,Yellowstone National Park,225
16204,Vascular Plant,Aconitum uncinatum,None,"Monk's Hood, Blue Monkshood",Yosemite National Park,142
16205,Vascular Plant,Aconitum uncinatum,None,"Monk's Hood, Blue Monkshood",Great Smoky Mountains National Park,77
16206,Vascular Plant,Aconitum uncinatum,None,"Monk's Hood, Blue Monkshood",Bryce National Park,115
16207,Vascular Plant,Aconitum uncinatum,None,"Monk's Hood, Blue Monkshood",Yellowstone National Park,248
16208,Vascular Plant,Stylophorum diphyllum,None,Celandine Poppy,Yellowstone National Park,244
16209,Vascular Plant,Stylophorum diphyllum,None,Celandine Poppy,Yosemite National Park,135
16210,Vascular Plant,Stylophorum diphyllum,None,Celandine Poppy,Bryce National Park,113
16211,Vascular Plant,Stylophorum diphyllum,None,Celandine Poppy,Great Smoky Mountains National Park,56
16212,Vascular Plant,Sanguinaria canadensis,None,Bloodroot,Yellowstone National Park,291
16213,Vascular Plant,Sanguinaria canadensis,None,Bloodroot,Great Smoky Mountains National Park,82
16214,Vascular Plant,Sanguinaria canadensis,None,Bloodroot,Bryce National Park,68
16215,Vascular Plant,Sanguinaria canadensis,None,Bloodroot,Yosemite National Park,149
16216,Vascular Plant,Papaver hybridum,None,Round Pricklyhead Poppy,Great Smoky Mountains National Park,82
16217,Vascular Plant,Papaver hybridum,None,Round Pricklyhead Poppy,Yellowstone National Park,258
