,category,scientific_name,conservation_status,common_names
2526,Vascular Plant,Prunus virginiana,None,"Chokecherry, Choke Cherry"
2525,Vascular Plant,Prunus triloba,None,Flowering Almond
2533,Vascular Plant,Rosa centifolia,None,Cabbage Rose
2524,Vascular Plant,Prunus serotina,None,"Wild Black Cherry, Black Cherry"
2522,Vascular Plant,Prunus pensylvanica,None,"Fire Cherry, Pin Cherry"
2521,Vascular Plant,Prunus munsoniana,None,"Wild-Goose Plum, Munson Plum"
2520,Vascular Plant,Prunus hortulana,None,Hortulan Plum
2519,Vascular Plant,Prunus cerasus,None,"Sour Cherry, Sour Red Cherry"
2518,Vascular Plant,Prunus avium,None,Sweet Cherry
2517,Vascular Plant,Prunus angustifolia,None,Chickasaw Plum
2516,Vascular Plant,Prunus americana,None,"Wild Plum, American Plum"
2515,Vascular Plant,Prunus,None,"Chokecherry, Plum"
2523,Vascular Plant,Prunus persica,None,Peach
2600,Vascular Plant,Aesculus glabra,None,Ohio Buckeye
2534,Vascular Plant,Rosa eglanteria,None,"Sweetbrier, Sweet Brier, Sweetbriar Rose"
2536,Vascular Plant,Rosa multiflora,None,"Rambler Rose, Multiflora Rose"
2554,Vascular Plant,Rubus trux,None,"Truculent Blackberry, A Bramble"
2553,Vascular Plant,Rubus trivialis,None,Southern Dewberry
2552,Vascular Plant,Rubus suus,None,Jennison's Blackberry
2551,Vascular Plant,Rubus phoenicolasius,None,"Wineberry, Wine Raspberry"
2550,Vascular Plant,Rubus odoratus,None,"Purple Flowering Raspberry, Purple-Flowering Raspberry"
2549,Vascular Plant,Rubus occidentalis,None,"Black Raspberry, A Bramble"
2548,Vascular Plant,Rubus idaeus ssp. strigosus,None,American Red Raspberry
2547,Vascular Plant,Rubus hispidus,None,"Bristley Dewberry, Swamp Dewberry"
2535,Vascular Plant,Rosa micrantha,None,Smallflower Sweetbrier
2546,Vascular Plant,Rubus frondosus,None,Yankee Blackberry
2544,Vascular Plant,Rubus canadensis,None,Smooth Blackberry
2543,Vascular Plant,Rubus baileyanus,None,Bailey's Dewberry
2542,Vascular Plant,Rubus argutus,None,"A Bramble, Highbush Blackberry"
2541,Vascular Plant,Rubus alumnus,None,"Blackberry, A Bramble"
2540,Vascular Plant,Rubus allegheniensis,None,"Hairy Blackberry, Allegheny Blackberry"
2539,Vascular Plant,Rosa wichuraiana,None,Memorial Rose
2538,Vascular Plant,Rosa setigera,None,Prairie Rose
2537,Vascular Plant,Rosa palustris,None,Swamp Rose
2545,Vascular Plant,Rubus flagellaris,None,Northern Dewberry
2601,Vascular Plant,Aesculus pavia,None,Red Buckeye
2602,Vascular Plant,Aesculus sylvatica,None,Painted Buckeye
2603,Vascular Plant,Ailanthus altissima,None,Tree-Of-Heaven
2666,Vascular Plant,Solanum carolinense,None,"Carolina Horse-Nettle, Horse-Nettle"
2665,Vascular Plant,Physalis virginiana,None,Virginia Ground-Cherry
2664,Vascular Plant,Physalis pubescens var. integrifolia,None,Husk Tomato
2663,Vascular Plant,Physalis pruinosa,None,Strawberry-Tomato
2662,Vascular Plant,Physalis longifolia var. subglabrata,None,Smooth Ground-Cherry
2661,Vascular Plant,Physalis heterophylla,None,"Clammy Ground-Cherry, Ground-Cherry"
2660,Vascular Plant,Physalis grisea,None,Strawberry-Tomato
2659,Vascular Plant,Physalis angulata,None,"Cut-Leaf Ground-Cherry, Angular Ground-Cherry"
2667,Vascular Plant,Solanum dulcamara,None,"Climbing Nightshade, Woody Nightshade, Bitter Nightshade, Fellenwort, Blue Nightshade, European Bittersweet, Bittersweet Nightshade"
2658,Vascular Plant,Nicandra physalodes,None,"Apple Of Peru, Apple-Of-Peru"
2656,Vascular Plant,Datura stramonium,None,Jimson Weed
2655,Vascular Plant,Ipomoea quamoclit,None,Cypressvine
2654,Vascular Plant,Ipomoea purpurea,None,"Common Morning-Glory, Purple Morning-Glory"
2653,Vascular Plant,Ipomoea pandurata,None,"Man Of The Earth, Big-Root Morning-Glory"
2652,Vascular Plant,Ipomoea lacunosa,None,"Small White Morning-Glory, Small-Flower White Morning-Glory"
2651,Vascular Plant,Ipomoea coccinea,None,"Scarlet Morning-Glory, Red Morning-Glory"
2650,Vascular Plant,Cuscuta rostrata,None,Beaked Dodder
2649,Vascular Plant,Cuscuta pentagona var. pentagona,None,Field Dodder
2657,Vascular Plant,Lycopersicon esculentum,None,"Tomato, Garden Tomato"
2648,Vascular Plant,Cuscuta gronovii,None,"Gronovius Dodder, Dodder"
2668,Vascular Plant,Solanum lycopersicum var. lycopersicum,None,Garden Tomato
2670,Vascular Plant,Ampelopsis arborea,None,"Peppervine, Pepper-Vine"
2688,Nonvascular Plant,Anomobryum filiforme,None,Filiform Anomobryum Moss
2687,Nonvascular Plant,Blasia pusilla,None,Blasia
2686,Nonvascular Plant,Philonotis muehlenbergii,None,Muehlenberg's Philonotis Moss
2685,Nonvascular Plant,Philonotis marchica,None,Philonotis Moss
2684,Nonvascular Plant,Philonotis longiseta,None,Philonotis Moss
2683,Nonvascular Plant,Philonotis fontana var. pumila,None,Philonotis Moss
2682,Nonvascular Plant,Philonotis fontana,None,Philonotis Moss
2681,Nonvascular Plant,Bartramia pomiformis,None,Bartramia Moss
2669,Vascular Plant,Solanum ptychanthum,None,Nightshade
2680,Nonvascular Plant,Andreaea rupestris,None,Andreaea Moss
2678,Vascular Plant,Vitis vulpina,None,"Frost Grape, Winter Grape"
2677,Vascular Plant,Vitis rotundifolia,None,"Muscadine Grape, Muscadine"
2676,Vascular Plant,Vitis labrusca,None,"Fox Grape, Northern Fox Grape"
2675,Vascular Plant,Vitis cinerea var. baileyana,None,Graybark Grape
2674,Vascular Plant,Vitis aestivalis var. bicolor,None,Summer Grape
2673,Vascular Plant,Vitis aestivalis var. aestivalis,None,Summer Grape
2672,Vascular Plant,Parthenocissus quinquefolia,None,Virginia Creeper
2671,Vascular Plant,Ampelopsis cordata,None,Peppervine
2679,Nonvascular Plant,Andreaea rothii,None,Roth's Andreaea Moss
2513,Vascular Plant,Potentilla recta,None,"Roughfruit Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Rough-Fruited Cinquefoil"
2647,Vascular Plant,Cuscuta compacta,None,"Sessile Dodder, Bracted Dodder"
2645,Vascular Plant,Calystegia sepium,None,Hedge Bindweed
2621,Vascular Plant,Myriophyllum spicatum,None,Spike Watermilfoil
2620,Vascular Plant,Myriophyllum aquaticum,None,Parrot-Feather
2619,Vascular Plant,Ribes rubrum,None,Cultivated Currant
2618,Vascular Plant,Ribes rotundifolium,None,"Round-Leaved Currant, Appalachian Gooseberry"
2617,Vascular Plant,Ribes glandulosum,None,Skunk Currant
2616,Vascular Plant,Ribes cynosbati,None,Prickly Gooseberry
2615,Vascular Plant,Ribes aureum var. villosum,None,"Missouri Currant, Buffalo Currant"
2614,Vascular Plant,Sedum ternatum,None,"Wood Stonecrop, Wild Stonecrop"
2622,Vascular Plant,Fothergilla major,None,"Mountain Witch-Alder, Mountain Witchalder"
2613,Vascular Plant,Sedum telephium,None,"Orpine, Garden Stonecrop"
2611,Vascular Plant,Sedum sarmentosum,None,"Stonecrop, Stringy Stonecrop"
2610,Vascular Plant,Sedum pulchellum,None,Widowscross
2609,Vascular Plant,Sedum acre,None,"Gold-Moss, Mossy Stonecrop"
2608,Vascular Plant,Hylotelephium telephium,None,"Witch's Moneybags, Vit-Toujours"
2607,Vascular Plant,Hylotelephium telephioides,None,Allegheny Stonecrop
2606,Vascular Plant,Hylotelephium spectabile,None,Chang Yao Ba Bao
2605,Vascular Plant,Hylotelephium erythrostictum,None,"Garden Orpine, Garden Stonecrop"
2604,Vascular Plant,Liquidambar styraciflua,None,"Sweet Gum, Sweetgum"
2612,Vascular Plant,Sedum spectabile,None,Showy Stonecrop
2646,Vascular Plant,Calystegia spithamaea,None,Low Bindweed
2623,Vascular Plant,Hamamelis virginiana,None,"American Witch-Hazel, Witch-Hazel"
2625,Vascular Plant,Penthorum sedoides,None,"Ditch-Stonecrop, Ditch Stonecrop"
2644,Vascular Plant,Selaginella rupestris,None,Northern Selaginella
2643,Vascular Plant,Selaginella apoda,None,Meadow Spike-Moss
2642,Vascular Plant,Lygodium palmatum,None,"Climbing Fern, American Climbing Fern"
2641,Vascular Plant,Tiarella cordifolia var. cordifolia,None,Foamflower
2640,Vascular Plant,Tiarella cordifolia var. collina,None,Wherry's Foamflower
2639,Vascular Plant,Tiarella cordifolia,None,"Heart-Leaved Foam-Flower, Heartleaf Foamflower"
2638,Vascular Plant,Saxifraga virginiensis var. virginiensis,None,Early Saxifrage
2637,Vascular Plant,Saxifraga micranthidifolia,None,"Lettuce-Leaf Saxifrage, Brook Lettuce"
2624,Vascular Plant,Itea virginica,None,"Sweet-Spire, Tasselwhite, Virginia Willow"
2636,Vascular Plant,Saxifraga michauxii,None,"Michaux's Saxifrage, Michaux Saxifrage"
2633,Vascular Plant,Mitella diphylla,None,"Two-Leaf Bishop's-Cap, Bishop's Cap"
2632,Vascular Plant,Heuchera villosa,None,Hairy Alumroot
2631,Vascular Plant,Heuchera pubescens,None,"Alumroot, Downy Alumroot"
2630,Vascular Plant,Heuchera longiflora,None,"Alumroot, Long-Flower Alumroot"
2629,Vascular Plant,Heuchera americana,None,"Alumroot, American Alumroot"
2628,Vascular Plant,Chrysosplenium americanum,None,"American Golden-Saxifrage, Golden Saxifrage"
2627,Vascular Plant,Boykinia aconitifolia,None,Brook Saxifrage
2626,Vascular Plant,Astilbe biternata,None,"False Goat's-Beard, False Goat's Beard"
2634,Vascular Plant,Saxifraga careyana,None,"Carey Saxifrage, Carey's Saxifrage"
2158,Vascular Plant,Bromus commutatus,None,"Common Brome Grass, Hairy Brome"
2229,Vascular Plant,Eragrostis hirsuta,None,Lovegrass
2156,Vascular Plant,Brachyelytrum septentrionale,None,Northern Shorthusk
1736,Vascular Plant,Trillium undulatum,None,Painted Trillium
1735,Vascular Plant,Trillium simile,None,Sweet White Trillium
1734,Vascular Plant,Trillium rugelii,None,Southern Nodding Trillium
1732,Vascular Plant,Trillium luteum,None,Yellow Trillium
1731,Vascular Plant,Trillium grandiflorum,None,"White Trillium, Large-Flower Trillium"
1730,Vascular Plant,Trillium flexipes,None,Jennison's White Trillium
1729,Vascular Plant,Trillium erectum,None,"Wake Robin, Ill-Scent Trillium"
1728,Vascular Plant,Trillium cuneatum,None,"Sessile-Flowered Maroon Trillium, Little Sweet Trillium"
1727,Vascular Plant,Trillium catesbaei,None,Catesby's Trillium
1726,Vascular Plant,Stenanthium gramineum,None,"Eastern Featherbells, Featherbells"
1725,Vascular Plant,Melanthium parviflorum,None,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne"
1724,Vascular Plant,Melanthium latifolium,None,"Bunch-Flower, Hybrid Bunchflower"
1723,Vascular Plant,Chamaelirium luteum,None,"Devil's-Bit, Fairy Wand"
1722,Vascular Plant,Amianthium muscitoxicum,None,Fly Poison
1721,Vascular Plant,Streptopus roseus,None,"Rosy Twisted-Stalk, Rose Twisted-Stalk"
1720,Vascular Plant,Streptopus lanceolatus var. roseus,None,Twistedstalk
1719,Vascular Plant,Streptopus lanceolatus var. lanceolatus,None,Twistedstalk
1737,Vascular Plant,Trillium vaseyi,None,Vasey's Trillium
1718,Vascular Plant,Streptopus amplexifolius var. amplexifolius,None,"American Twistedstalk, Claspleaf Twistedstalk"
1738,Vascular Plant,Veratrum viride,None,"American False-Helleborne, False Hellebore"
1740,Vascular Plant,Smilax biltmoreana,None,Carrion Flower
1757,Vascular Plant,Lycopodium digitatum,None,Running-Pine
1756,Vascular Plant,Lycopodium dendroideum,None,Tree Groundpine
1755,Vascular Plant,Lycopodium complanatum,None,Running-Pine
1754,Vascular Plant,Lycopodium clavatum,None,"Running Clubmoss, Running Pine"
1753,Vascular Plant,Lycopodium annotinum,None,"Stiff Clubmoss, Stiff Club Moss, Clubmoss"
1752,Vascular Plant,Huperzia selago var. selago,None,Fir Clubmoss
1751,Vascular Plant,Huperzia selago var. densa,None,Fir Clubmoss
1750,Vascular Plant,Huperzia porophila,None,Rock Clubmoss
1749,Vascular Plant,Huperzia lucidula,None,"Shining Club-Moss, Shining Clubmoss"
1748,Vascular Plant,Huperzia appalachiana,None,Fir Clubmoss
1747,Vascular Plant,Smilax tamnoides,None,"Hispid Greenbrier, Bristly Greenbrier"
1746,Vascular Plant,Smilax rotundifolia,None,"Common Greenbrier, Greenbrier"
1745,Vascular Plant,Smilax pulverulenta,None,Downy Carrionflower
1744,Vascular Plant,Smilax hugeri,None,"Huger's Carrion Flower, Huger's Carrion-Flower"
1743,Vascular Plant,Smilax herbacea,None,"Smooth Herbaceous Greenbrier, Carrion Flower"
1742,Vascular Plant,Smilax glauca,None,"Glaucous Catbrier, Glaucous-Leaved Greenbrier"
1741,Vascular Plant,Smilax bona-nox,None,"Catbrier, Saw Greenbrier"
1739,Vascular Plant,Xerophyllum asphodeloides,None,Eastern Turkeybeard
1717,Vascular Plant,Prosartes maculatum,None,Spotted Mandarin
1716,Vascular Plant,Prosartes lanuginosum,None,Yellow Mandarin
1715,Vascular Plant,Ornithogalum umbellatum,None,"Common Star-Of-Bethlehem, Star-Of-Bethlehem"
1691,Vascular Plant,Phyla lanceolata,None,Lanceleaf Fogfruit
1690,Vascular Plant,Polypremum procumbens,None,Juniper-Leaf
1689,Vascular Plant,Verbascum virgatum,None,Wand Mullein
1688,Vascular Plant,Verbascum thapsus,None,"Woolly Mullein, Flannel Mullein, Big Taper, Mullein, Velvet Dock, Great Mullein, Velvet Plant, Common Mullein, Flannel Plant"
1687,Vascular Plant,Verbascum blattaria,None,"White Moth Mullein, Moth Mullein"
1686,Vascular Plant,Scrophularia marilandica,None,"Carpenter's Square Figwort, Figwort"
1685,Vascular Plant,Buddleja davidii,None,Orange Eye Butterflybush
1684,Vascular Plant,Veronicastrum virginicum,None,"Culver's Root, Culver's-Root"
1683,Vascular Plant,Veronica serpyllifolia,None,Thyme-Leaved Speedwell
1682,Vascular Plant,Veronica persica,None,"Persian Speedwell, Perscians' Speedwell, Speedwell, Winter Speedwell, Birdseye Speedwell, Bird-Eye Speedwell"
1681,Vascular Plant,Veronica peregrina,None,Purslane Speedwell
1680,Vascular Plant,Veronica officinalis,None,"Gypsy-Weed, Common Speedwell"
1679,Vascular Plant,Veronica hederifolia,None,Ivy-Leaved Speedwell
1678,Vascular Plant,Veronica arvensis,None,"Wall Speedwell, Rock Speedwell, Common Speedwell, Corn Speedwell"
1677,Vascular Plant,Veronica anagallis-aquatica,None,"Water Speedwell, Blue Water Speedwell, Brook-Pimpernell"
1676,Vascular Plant,Veronica agrestis,None,"Green Field Speedwell, Field Speedwell"
1675,Vascular Plant,Plantago virginica,None,"Virginia Plantain, Pale-Seeded Plantain"
1692,Vascular Plant,Verbena brasiliensis,None,"Brazillian Vervain, Blue Vervain"
1693,Vascular Plant,Verbena simplex,None,"Narrow-Leaved Vervain, Vervain"
1694,Vascular Plant,Verbena urticifolia,None,White Vervain
1695,Vascular Plant,Calycanthus floridus,None,"Carolina-Allspice, Eastern Sweetshrub"
1714,Vascular Plant,Medeola virginiana,None,"Indian Cucumber-Root, Indian Cucumber"
1713,Vascular Plant,Lilium superbum,None,Turk's Cap Lily
1712,Vascular Plant,Lilium philadelphicum,None,"Wood Lily, Philadelphia Wood Lily"
1711,Vascular Plant,Lilium michauxii,None,Carolina Lily
1710,Vascular Plant,Lilium lancifolium,None,Tiger Lily
1708,Vascular Plant,Lilium canadense ssp. editorum,None,Canada Lily
1707,Vascular Plant,Erythronium umbilicatum ssp. umbilicatum,None,Dimpled Troutlily
1706,Vascular Plant,Erythronium americanum,None,"American Troutlily, Yellow Trout-Lily"
1758,Vascular Plant,Lycopodium hickeyi,None,Ground Pine
1705,Vascular Plant,Clintonia umbellulata,None,"Speckled Wood Lily, White Clintonia"
1703,Vascular Plant,Uvularia sessilifolia,None,"Sessile-Leaf Bellwort, Wild Oats"
1702,Vascular Plant,Uvularia puberula,None,Mountain Bellwort
1701,Vascular Plant,Uvularia perfoliata,None,Perfoliate Bellwort
1700,Vascular Plant,Uvularia grandiflora,None,Large-Flowered Bellwort
1699,Vascular Plant,Sassafras albidum,None,Sassafras
1698,Vascular Plant,Lindera benzoin,None,Spicebush
1697,Vascular Plant,Calycanthus floridus var. glaucus,None,Sweetshrub
1696,Vascular Plant,Calycanthus floridus var. floridus,None,Eastern Sweetshrub
1704,Vascular Plant,Clintonia borealis,None,"Clinton Lily, Bluebead Lily"
1674,Vascular Plant,Plantago rugelii,None,"Black-Seed Plantain, White Man's Footprint"
1759,Vascular Plant,Lycopodium obscurum,None,Ground Pine
1761,Vascular Plant,Asimina triloba,None,"Paw-Paw, Pawpaw"
1822,Vascular Plant,Salix humilis var. tristis,None,Dwarf Willow
1821,Vascular Plant,Salix humilis var. humilis,None,Prairie Willow
1820,Vascular Plant,Salix humilis,None,Prairie Willow
1819,Vascular Plant,Salix eriocephala,None,"Missouri Willow, Missouri River Willow"
1818,Vascular Plant,Salix discolor,None,Pussy Willow
1817,Vascular Plant,Salix caroliniana,None,Carolina Willow
1816,Vascular Plant,Salix caprea,None,Goat Willow
1815,Vascular Plant,Salix babylonica,None,"Weeping Willow, A Willow"
1814,Vascular Plant,Salix alba,None,A Willow
1813,Vascular Plant,Populus X jackii,None,Jack's Poplar
1812,Vascular Plant,Populus X canescens,None,Gray Poplar
1811,Vascular Plant,Populus nigra,None,Lombardy Poplar
1810,Vascular Plant,Populus grandidentata,None,"Large-Toothed Aspen, Big-Toothed Aspen"
1809,Vascular Plant,Populus deltoides,None,Eastern Cottonwood
1808,Vascular Plant,Populus balsamifera ssp. balsamifera,None,Balm Of Gilead
1807,Vascular Plant,Populus alba,None,"White Poplar, Silver Poplar"
1806,Vascular Plant,Podostemum ceratophyllum,None,"Riverweed, Threadfoot"
1823,Vascular Plant,Salix nigra,None,"Black Willow, A Willow"
1805,Vascular Plant,Phyllanthus caroliniensis,None,"Phyllanthus, Carolina Leaf-Flower"
1824,Vascular Plant,Salix sericea,None,Silky Willow
1826,Vascular Plant,Hybanthus concolor,None,Green Violet
1843,Vascular Plant,Viola missouriensis,None,Missouri Violet
1842,Vascular Plant,Viola macloskeyi ssp. pallens,None,"Smooth White Violet, Northern White Violet"
1841,Vascular Plant,Viola lanceolata,None,"Lance-Leaved Violet, Lance-Leaf Violet"
1840,Vascular Plant,Viola labradorica,None,Alpine Violet
1839,Vascular Plant,Viola hirsutula,None,Southern Wood Violet
1838,Vascular Plant,Viola hastata,None,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet"
1837,Vascular Plant,Viola egglestonii,None,Glade Violet
1836,Vascular Plant,Viola cucullata,None,Marsh Blue Violet
1835,Vascular Plant,Viola conspersa,None,"American Bog Violet, Dog Violet"
1834,Vascular Plant,Viola canadensis var. corymbosa,None,Canadian Violet
1833,Vascular Plant,Viola canadensis var. canadensis,None,Canadian Violet
1832,Vascular Plant,Viola canadensis,None,"Canada Violet, Canadian White Violet"
1831,Vascular Plant,Viola blanda var. palustriformis,None,"Large-Leaf White Violet, Large-Leaved Violet"
1830,Vascular Plant,Viola blanda var. blanda,None,Sweet White Violet
1829,Vascular Plant,Viola blanda,None,Sweet White Violet
1828,Vascular Plant,Viola bicolor,None,"Field Pansy, Wild Pansy"
1827,Vascular Plant,Viola arvensis,None,"Field Pansy, Field Violet, European Field Pansy, Wild Pansy"
1825,Vascular Plant,Salix X pendulina,None,Pendulous Willow
1804,Vascular Plant,Passiflora lutea,None,"Yellow Passionflower, Yellow Passion-Flower"
1803,Vascular Plant,Passiflora incarnata,None,"Purple Passion-Flower, May-Pop, Passion-Flower"
1802,Vascular Plant,Linum virginianum,None,Virginia Flax
1778,Vascular Plant,Euphorbia dentata var. dentata,None,"Toothedleaf Poinsettia, Toothed Spurge"
1777,Vascular Plant,Euphorbia cyparissias,None,Cypress Spurge
1776,Vascular Plant,Euphorbia corollata,None,"Flowering Spurge, Flowering Spruge"
1775,Vascular Plant,Euphorbia commutata,None,"Spurge, Wood Spurge"
1774,Vascular Plant,Croton monanthogynus,None,Prairie Tea
1773,Vascular Plant,Croton glandulosus var. septentrionalis,None,Vente Conmigo
1772,Vascular Plant,Chamaesyce nutans,None,Eyebane
1771,Vascular Plant,Acalypha virginica,None,"Virginia Threeseed Mercury, Virginia Copperleaf"
1770,Vascular Plant,Acalypha rhomboidea,None,"Common Threeseed Mercury, Virginia Threeseed Mercury"
1769,Vascular Plant,Acalypha ostryifolia,None,"Hornbeam-Leaved Three-Seeded Mercury, Hornbeam Copper-Leaf"
1768,Vascular Plant,Acalypha gracilens,None,"Narrow-Leaved Three-Seeded Mercury, Slender Copperleaf"
1767,Vascular Plant,Magnolia tripetala,None,Umbrella Magnolia
1766,Vascular Plant,Magnolia macrophylla,None,"Bigleaf Magnolia, Big-Leaved Magnolia"
1765,Vascular Plant,Magnolia grandiflora,None,"Large-Flower Magnolia, Southern Magnolia"
1764,Vascular Plant,Magnolia fraseri,None,Fraser Magnolia
1763,Vascular Plant,Magnolia acuminata,None,"Cucumber Magnolia, Cucumber-Tree"
1762,Vascular Plant,Liriodendron tulipifera,None,"Yellow Poplar, Tulip Tree, Tuliptree"
1779,Vascular Plant,Euphorbia lathyris,None,Moleplant
1780,Vascular Plant,Euphorbia marginata,None,Snow On The Mountain
